CustomerID,Last_buy,Frequency,Monetary,Monetary_log,Frequency_log,Last_buy_scaled,Frequency_scaled,Monetary_scaled
17179,178.0,3,701.8399999999997,6.555129269889691,1.3862943611198906,0.8610498523211165,0.09948726322177745,0.3106081321984345
16125,367.0,1,273.44999999999993,5.614769094995898,0.6931471805599453,2.7524168703590095,-0.9484076992938398,-0.4432807848370468
18227,217.0,1,30.0,3.4339872044851463,0.6931471805599453,1.2513319354083008,-0.9484076992938398,-2.1916186468838164
15607,336.0,1,87.76,4.485936098064394,0.6931471805599453,2.442192650469196,-0.9484076992938398,-1.3482687971874474
17712,44.0,1,403.21000000000004,6.001934544891096,0.6931471805599453,-0.4799193562348499,-0.9484076992938398,-0.13288935235426277
15214,1.0,8,1497.1399999999996,7.311979617654168,2.1972245773362196,-0.9102303709207197,1.3254457787542533,0.9173767983624731
17042,2.0,5,959.6800000000006,6.867641367045563,1.791759469228055,-0.9002231380210484,0.7124665209880151,0.561149799929032
14565,95.0,4,2636.81,7.877704306422585,1.6094379124341003,0.03044952164839107,0.43683409214649405,1.3709195837149324
17837,42.0,8,1086.5800000000002,6.991710323475589,2.1972245773362196,-0.4999338220341927,1.3254457787542533,0.6606161679207632
16006,211.0,1,101.39999999999999,4.628886712605407,0.6931471805599453,1.1912885380102725,-0.9484076992938398,-1.2336649604202716
14163,87.0,4,1051.6100000000001,6.95902807315956,1.6094379124341003,-0.04960834154898006,0.43683409214649405,0.6344147326039006
14419,10.0,6,1025.9399999999998,6.934338785631824,1.9459101490553132,-0.8201652748236772,0.9455104190081296,0.6146212739551813
14288,213.0,1,306.0,5.726847747587197,0.6931471805599453,1.2113030038096153,-0.9484076992938398,-0.3534270710359565
16128,17.0,5,1819.2700000000002,7.5067401207161755,1.791759469228055,-0.7501146445259774,0.7124665209880151,1.0735167420295746
16003,29.0,5,1628.87,7.396255536019013,1.791759469228055,-0.6300278497299208,0.7124665209880151,0.984940996128951
12981,29.0,2,372.2199999999999,5.922168058105325,1.0986122886681098,-0.6300278497299208,-0.33542844152760193,-0.1968383284425385
17697,236.0,1,298.25,5.701279344438083,0.6931471805599453,1.4414693605020572,-0.9484076992938398,-0.37392531870216494
14041,266.0,1,141.41,4.958710221231336,0.6931471805599453,1.741686347492199,-0.9484076992938398,-0.969244694261161
16917,276.0,1,121.89999999999998,4.8113710165719885,0.6931471805599453,1.841758676488913,-0.9484076992938398,-1.087366873829272
16655,17.0,6,2721.359999999999,7.909254430160741,1.9459101490553132,-0.7501146445259774,0.9455104190081296,1.3962133905480218
14821,366.0,1,48.800000000000004,3.9080149840306073,0.6931471805599453,2.742409637459338,-0.9484076992938398,-1.811589484752803
13517,59.0,3,1839.4899999999998,7.5177871194981485,1.3862943611198906,-0.329810862739779,0.09948726322177745,1.082373146384613
13767,2.0,36,7636.659999999992,8.940846552523919,3.6109179126442243,-0.9002231380210484,3.4626572774931477,2.223243169896713
17581,0.0,24,7926.009999999999,8.97803119434765,3.2188758248682006,-0.9202376038203911,2.869970846102445,2.2530541828503523
13508,243.0,1,66.42,4.2109417098059145,0.6931471805599453,1.511519990799757,-0.9484076992938398,-1.568732431324691
17706,4.0,17,6826.930000000001,8.828776831957855,2.8903717578961645,-0.8802086722217055,2.3733407412698697,2.133396616920816
13246,18.0,6,818.5300000000001,6.708731005201454,1.9459101490553132,-0.7401074116263061,0.9455104190081296,0.4337509970076913
15610,51.0,1,112.46,4.731450351898421,0.6931471805599453,-0.4098687259371502,-0.9484076992938398,-1.15143945468513
17438,253.0,1,283.05000000000007,5.649150279003136,0.6931471805599453,1.611592319796471,-0.9484076992938398,-0.41571731046879057
15348,72.0,1,158.04,5.069155742908264,0.6931471805599453,-0.19971683504405094,-0.9484076992938398,-0.8807002652737872
13115,11.0,4,2029.0600000000006,7.61582062824929,1.6094379124341003,-0.8101580419240059,0.43683409214649405,1.1609668360354255
15482,15.0,9,2176.88,7.6861072055563096,2.302585092994046,-0.7701291103253203,1.4847290546621117,1.217315746870685
16780,100.0,2,386.78999999999996,5.960463955988194,1.0986122886681098,0.08048568614674803,-0.33542844152760193,-0.1661364189480426
17843,303.0,1,178.63,5.190899179780744,0.6931471805599453,2.1119539647800405,-0.9484076992938398,-0.7830982716649688
15744,77.0,1,6.959999999999999,2.0744289998562917,0.6931471805599453,-0.14968067054569398,-0.9484076992938398,-3.2815795894025825
15604,52.0,1,216.39000000000001,5.381692975469088,0.6931471805599453,-0.39986149303747875,-0.9484076992938398,-0.6301384464311749
13118,19.0,5,1125.9599999999998,7.027279020952051,1.791759469228055,-0.7301001787266347,0.7124665209880151,0.6891316745710966
13898,325.0,1,138.93,4.941142297567622,0.6931471805599453,2.332113088572811,-0.9484076992938398,-0.9833289391058507
13502,16.0,3,272.09999999999997,5.609838028479659,1.3862943611198906,-0.7601218774256489,0.09948726322177745,-0.4472340322150284
14297,17.0,4,1102.8500000000001,7.006559348040718,1.6094379124341003,-0.7501146445259774,0.43683409214649405,0.6725206650988822
17709,169.0,1,58.25,4.081765780015241,0.6931471805599453,0.770984756224074,-0.9484076992938398,-1.6722930716165252
12725,371.0,1,371.80000000000007,5.921042082811437,0.6931471805599453,2.792445801957695,-0.9484076992938398,-0.19774102542778046
13636,36.0,5,720.8299999999998,6.581789654104748,1.791759469228055,-0.559977219432221,0.7124665209880151,0.3319818235990822
17578,218.0,1,96.3,4.577798989191959,0.6931471805599453,1.2613391683079722,-0.9484076992938398,-1.274622105890966
13109,59.0,2,763.2000000000002,6.6388295350128,1.0986122886681098,-0.329810862739779,-0.33542844152760193,0.3777108274357885
13639,74.0,1,646.3400000000001,6.472871658791304,0.6931471805599453,-0.17970236924470814,-0.9484076992938398,0.24466201601386414
14032,2.0,11,2173.0099999999998,7.684328667486583,2.4849066497880004,-0.9002231380210484,1.7603614835036325,1.2158898888057752
